"Order","Suborder","Family","species","Reproductive mode","Meioformula","Fundamental.number","Sex chromosome system","Ploidy level","B chromosomes","Notes","Citation"
"Coleoptera","Polyphaga","Cerambycidae","Oxymirus cursor","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Dutrillaux and Dutrillaux 2018"
"Coleoptera","Polyphaga","Cerambycidae","Pachyta quadrimaculata","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Dutrillaux and Dutrillaux 2018"
"Coleoptera","Polyphaga","Cerambycidae","Pidonia lurida","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Dutrillaux and Dutrillaux 2018"
"Coleoptera","Polyphaga","Cerambycidae","Rhamnusium bicolor","Sexual diplodiploidy","2n=20F","20","","NA","","  ","Dutrillaux and Dutrillaux 2018"
"Coleoptera","Polyphaga","Cerambycidae","Solenoptera quadrilineata","Sexual diplodiploidy","2n=26M 12+Xyp","26","Xyp","NA","","","Giannoulis et al. (2014)"
"Coleoptera","Polyphaga","Cerambycidae","Solenoptera quadrilineata","Sexual diplodiploidy","2n=27M 12+Xypyp","27","Xyp","NA","","","Giannoulis et al. (2014)"
"Coleoptera","Polyphaga","Chrysomelidae","Charidotella sexpunctata","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Colaphus sophiae","Sexual diplodiploidy","2n=27M 13+XO","27","XO","NA","","  ","Lachowska, Rozek, and Holecova (1996)"
"Coleoptera","Polyphaga","Chrysomelidae","Colaspidema barbarum","Sexual diplodiploidy","2n=28M 13+Xyp","28","Xyp","NA","","  ","Petitpierre and Mikhailov (2013)"
"Coleoptera","Polyphaga","Chrysomelidae","Deloyala cruciata","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","De Julio, Ferndes, Costa, Almeida, and Cella (2010)"
"Coleoptera","Polyphaga","Chrysomelidae","Monoxia obesula","Sexual diplodiploidy","2n=38M 18+Xyr","38","Xyr","NA","","","Santiago-Blay and Virkki (1996)"
"Coleoptera","Polyphaga","Chrysomelidae","Paraselenis flava","Sexual diplodiploidy","2n=42M 20+Xyp","42","Xyp","NA","","","Lopes, Ferndes, and Schneider (2016)"
"Coleoptera","Polyphaga","Chrysomelidae","Phratora polaris","Sexual diplodiploidy","2n=34M 16+Xyp","34","Xyp","NA","","  ","Petitpierre and Mikhailov (2013)"
"Coleoptera","Polyphaga","Chrysomelidae","Phratora vulgatissima","Sexual diplodiploidy","2n=34M 16+Xyp","34","Xyp","NA","","  ","Petitpierre and Mikhailov (2013)"
"Coleoptera","Polyphaga","Chrysomelidae","Timarcha metallica","Sexual diplodiploidy","2n=28 18+Xyp","28","Xyp","NA","","","Petitpierre (2016)"
"Coleoptera","Polyphaga","Chrysomelidae","Zygogramma bicolorata","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Bhatti, Tripathi, and Khajuria 2017"
"Coleoptera","Polyphaga","Cleridae","Enoclerus moestus","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Necrobia ruficollis","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Thanasimus dubius","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Thanasimus formicarius","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Thanasimus undatulus","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Tilloidea transversalis","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes apiarius","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes favarius","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes nutalli","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Cleridae","Trichodes ornatus","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Coccinellidae","Coccidula rufa","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Beauchamp and Angus (2006)"
"Coleoptera","Polyphaga","Coccinellidae","Coccinella transversalis","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Dasgupta (1977)"
"Coleoptera","Polyphaga","Coccinellidae","Rhyzobius chrysomeloides","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Beauchamp and Angus (2006)"
"Coleoptera","Polyphaga","Coccinellidae","Rhyzobius litura","Sexual diplodiploidy","2n=16M 7+NeoXY","16","NeoXY","NA","","","Beauchamp and Angus (2006)"
"Coleoptera","Polyphaga","Curculionidae","Acalles fallax","Sexual diplodiploidy","2n=30M 14+Xyp","30","Xyp","NA","","  ","Lachowska, Rozek, and Holecova (2009)"
"Coleoptera","Polyphaga","Curculionidae","Acalles petryszaki","Sexual diplodiploidy","2n=30M 14+Xyp","30","Xyp","NA","","  ","Lachowska, Rozek, and Holecova (2009)"
"Coleoptera","Polyphaga","Curculionidae","Cathormiocerus aristatus","Parthenogenetic","2n=33F ","33","","3","","  ","Rozek, Lachowska, Holecova, and Kajtoch (2009)"
"Coleoptera","Polyphaga","Curculionidae","Dendroctonus mesoamericanus","Sexual diplodiploidy","2n=12M 5+Xyp","12","Xyp","NA","","","Armendariz-Toledano, Nino, Sullivan, Kirkendall, and Zuniga (2015)"
"Coleoptera","Polyphaga","Curculionidae","Dendroctonus micans","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","","Zuniga, Salis-Moreno, Hayes, Gregoire, and Cisneros (2002)"
"Coleoptera","Polyphaga","Curculionidae","Eusomus ovulum","Parthenogenetic","2n-30","30","","NA","3","","Suomalainen (1969)"
"Coleoptera","Polyphaga","Curculionidae","Hydrophilus olivaceus","Sexual diplodiploidy","2n=29M 14+XO","29","XO","NA","","  ","Dasgupta (1977)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus atroapterus","Sexual diplodiploidy","2n=22M/2n=22F 10+Xyp","22","Xyp","NA","","  ","Holecova, Maryanska-dachowska, and Rozek (2013)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus bisulcatus","Sexual diplodiploidy","2n=22M/2n=22F 10+Xyp","22","Xyp","NA","","  ","Holecova, Maryanska-dachowska, and Rozek (2013)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus ligustici","Parthenogenetic","2n=33-36","33","","NA","3","","Suomalainen (1969)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus niger","Parthenogenetic","2n=33","33","","NA","3","","Suomalainen (1969)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus niger","Parthenogenetic","2n=44","44","","NA","4","","Suomalainen (1969)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus rugifrons","Parthenogenetic","2n=33","33","","NA","3","","Suomalainen (1969)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus tenebricosus","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","Lachowska, Rozek, and Holecova (2008)"
"Coleoptera","Polyphaga","Curculionidae","Trachyphloeus parallelus","Parthenogenetic","2n=44F ","44","","4","","  ","Rozek, Lachowska, Holecova, and Kajtoch (2009)"
"Coleoptera","Polyphaga","Curculionidae","Tropiphorus elevatus","Parthenogenetic","2n=33F ","33","","3","","  ","Rozek, Lachowska, Holecova, and Kajtoch (2009)"
"Coleoptera","Polyphaga","Helophoridae","Helophorus aequalis","Sexual diplodiploidy","2n=18M/2n=18F 8+XY","18","XY","NA","","  ","R. Angus (1982)"
"Coleoptera","Polyphaga","Helophoridae","Helophorus brevipalpis","Parthenogenetic","2n=30F ","30","","3","","  ","R. Angus (1992)"
"Coleoptera","Polyphaga","Helophoridae","Helophorus brevipalpis","Sexual diplodiploidy","2n=22M/2n=22F 10+XY","22","XY","NA","","  ","R. Angus (1992)"
"Coleoptera","Polyphaga","Helophoridae","Helophorus grandis","Sexual diplodiploidy","2n=18M/2n=18F 8+XY","18","XY","NA","yes","","R. Angus (1983)"
"Coleoptera","Polyphaga","Helophoridae","Helophorus lamicola","Sexual diplodiploidy","2n=22 10+Xyp","22","Xyp","NA","","","R. Angus et al. (2016)"
"Coleoptera","Polyphaga","Helophoridae","Helophorus minutus","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","R. Angus and Aouad (2009)"
"Coleoptera","Polyphaga","Helophoridae","Helophorus orientalis","Parthenogenetic","2n=33F ","33","","3","","  ","R. Angus (1992)"
"Coleoptera","Polyphaga","Helophoridae","Helophorus ser","Sexual diplodiploidy","2n=22 10+Xyp","22","Xyp","NA","","","R. Angus et al. (2016)"
"Coleoptera","Polyphaga","Helophoridae","Helophorus yangae","Sexual diplodiploidy","2n=22 10+Xyp","22","Xyp","NA","","","R. Angus et al. (2016)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon analis","Sexual diplodiploidy","2n=24 M ","24","","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon convexiusculus","Sexual diplodiploidy","2n=30 M 14+Xyp","30","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon haemorrhoidalis","Sexual diplodiploidy","2n=24 M 11+Xyp","24","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon impressus","Sexual diplodiploidy","2n=24 M 11+Xy","24","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon lateralis","Sexual diplodiploidy","2n=24 M 11+Xy","24","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon marinus","Sexual diplodiploidy","2n=24 M 11+Xyp","24","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon melanocephalus","Sexual diplodiploidy","2n=24 M 11+Xyp","24","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon obsoletus","Sexual diplodiploidy","2n=24 M 11+Xy","24","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon sternalis","Sexual diplodiploidy","2n=24 M ","24","","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon tristis","Sexual diplodiploidy","2n=24 M ","24","","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Cercyon ustulatus","Sexual diplodiploidy","2n=30 M 14+Xy","30","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Coelostoma orbiculare","Sexual diplodiploidy","2n=28 M 13+Xy","28","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus affinis","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus bicolor","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus coarctatus","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus fuscipennis","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus halophilus","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus melanocephalus","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus morenae","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus nigritus","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus ochropterus","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus quadripunctatus","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Enochrus testaceus","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Helochares lividus","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Helochares obscurus","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Helochares punctatus","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Laccobius decorus","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Laccobius sinuatus","Sexual diplodiploidy","2n=18 M ","18","","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Laccobius striatulus","Sexual diplodiploidy","2n=18 M ","18","","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Laccobius ytenensis","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Hydrophilidae","Sphaeridium bipustulatum","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","","R. Angus, Shaarawi, and Wilson (2000)"
"Coleoptera","Polyphaga","Leiodidae","Cantabrogeus luquei","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","R. Angus, Edwards, Luque, and Labrada (2012)"
"Coleoptera","Polyphaga","Leiodidae","Catops coracinus","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","R. Angus, Edwards, Luque, and Labrada (2012)"
"Coleoptera","Polyphaga","Leiodidae","Espanoliella luquei","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","R. Angus, Edwards, Luque, and Labrada (2012)"
"Coleoptera","Polyphaga","Leiodidae","Fresnedaella lucius","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","R. Angus, Edwards, Luque, and Labrada (2012)"
"Coleoptera","Polyphaga","Leiodidae","Leiodes calcarata","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","R. Angus, Edwards, Luque, and Labrada (2012)"
"Coleoptera","Polyphaga","Leiodidae","Quaestus pasensis","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","R. Angus, Edwards, Luque, and Labrada (2012)"
"Coleoptera","Polyphaga","Leiodidae","Speonomus delarouzeei","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Alegre and Escola (1983)"
"Coleoptera","Polyphaga","Leiodidae","Speonomus hydrophilus","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Durand and Juberthie-Jupeau (1980)"
"Coleoptera","Polyphaga","Leiodidae","Troglocharinus jacasi","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Alegre and Escola (1983)"
"Coleoptera","Polyphaga","Leiodidae","Troglocharinus kiesenwetteri","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Alegre and Escola (1983)"
"Coleoptera","Polyphaga","Leiodidae","Troglocharinus variabilis","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Alegre and Escola (1983)"
"Coleoptera","Polyphaga","Lucanidae","Figulus binodulus","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Abe et al. (1992)"
"Coleoptera","Polyphaga","Lucanidae","Figulus boninensis","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Abe et al. (1992)"
"Coleoptera","Polyphaga","Lucanidae","Figulus punctatus","Sexual diplodiploidy","2n=26M 12+Xyp","26","Xyp","NA","","  ","Abe et al. (1992)"
"Coleoptera","Polyphaga","Lucanidae","Lucanus cervus","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Lucanidae","Macrodorcas rectus","Sexual diplodiploidy","2n=18M 8+Xyr","18","Xyr","NA","","","Abe, Kudoh, and Saitoh (1976)"
"Coleoptera","Polyphaga","Melyridae","Astylus variegatus","Sexual diplodiploidy","2n=18M ","18","","NA","yes","","Schneider, Rosa, Almeida, Costa, and Cella (2007)"
"Coleoptera","Polyphaga","Ptiliidae","Ptinella aptera","Sexual diplodiploidy","","","NA","","","","Taylor (1981)"
"Coleoptera","Polyphaga","Ptiliidae","Ptinella errabunda","Parthenogenetic","","","NA","","","","Taylor (1981)"
"Coleoptera","Polyphaga","Ptiliidae","Ptinella taylorae","Sexual diplodiploidy","","","NA","","","","Taylor (1981)"
"Coleoptera","Polyphaga","Scarabaeidae","Amphimallon majale","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Anomala dubia","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Anoplotrupes stercorosus","Sexual diplodiploidy","2n=20M/2n=20F 9+Xyp","20","Xyp","NA","","  ","Wilson and Angus (2004c)"
"Coleoptera","Polyphaga","Scarabaeidae","Aphodius bonvouloiri","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","R. Angus (2009)"
"Coleoptera","Polyphaga","Scarabaeidae","Aphodius lividus","Sexual diplodiploidy","2n=20M/2n=20F 9+XY","20","XY","NA","yes","","R. Angus, Wilson, and Mann (2004)"
"Coleoptera","Polyphaga","Scarabaeidae","Aphodius niger","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","yes","","Matz and Angus (2005)"
"Coleoptera","Polyphaga","Scarabaeidae","Aphodius plagiatus","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Matz and Angus (2005)"
"Coleoptera","Polyphaga","Scarabaeidae","Aphodius pseudolividus","Sexual diplodiploidy","2n=20M/2n=20F 9+XY","20","XY","NA","","  ","R. Angus, Wilson, and Mann (2004)"
"Coleoptera","Polyphaga","Scarabaeidae","Aphodius pusillus","","2n=20M ","20","","NA","","  ","Yadav, Burra, and Singh (1987)"
"Coleoptera","Polyphaga","Scarabaeidae","Augosoma centaurus","Sexual diplodiploidy","2n=18M 8+NeoXY","18","NeoXY","NA","","","A. Dutrillaux, Mamuris, and Dutrillaux (2013)"
"Coleoptera","Polyphaga","Scarabaeidae","Canthon staigi","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","D. C. Cabral-de Mello, Oliveira, de Moura, and Martins (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Ceratophyus hoffmannseggi","Sexual diplodiploidy","2n=16M 7+XY","16","XY","NA","","  ","R. Angus (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Chalcosoma atlas","Sexual diplodiploidy","2n=20M 9+NeoXY","20","NeoXY","NA","","","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Dichotomius laevicollis","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","D. C. Cabral-de Mello, Moura, and Martins (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Dichotomius sericeus","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","D. C. Cabral-de Mello, Moura, and Martins (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Dichotomius sericeus","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","yes","","Amorim, Milani, Cabral-de Mello, Rocha, and Moura (2016)"
"Coleoptera","Polyphaga","Scarabaeidae","Digitonthophagus gazella","Sexual diplodiploidy","2n=20M 9+Xy/Xyp/Xyr","20","Xy/Xyp/Xyr","NA","","","D. C. Cabral-de Mello, Oliveira, de Moura, and Martins (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Eudicella gralli","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Eudicella gralli","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","","A. Dutrillaux and Dutrillaux (2016)"
"Coleoptera","Polyphaga","Scarabaeidae","Geotrupes mutator","Sexual diplodiploidy","2n=20M/2n=20F 9+XY","20","XY","NA","","","Wilson and Angus (2004c)"
"Coleoptera","Polyphaga","Scarabaeidae","Geotrupes spiniger","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","R. Angus (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Geotrupes spiniger","Sexual diplodiploidy","2n=20M/2n=20F 9+Xyp","20","Xyp","NA","","  ","Wilson and Angus (2004c)"
"Coleoptera","Polyphaga","Scarabaeidae","Geotrupes stercorarius","Sexual diplodiploidy","2n=20M/2n=20F 9+XY","20","XY","NA","","","Wilson and Angus (2004c)"
"Coleoptera","Polyphaga","Scarabaeidae","Gnorimus nobilis","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Gnorimus variabilis","Sexual diplodiploidy","","","NeoXY","NA","","","A. Dutrillaux and Dutrillaux (2009b)"
"Coleoptera","Polyphaga","Scarabaeidae","Goliathus goliatus","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","","A. Dutrillaux and Dutrillaux (2016)"
"Coleoptera","Polyphaga","Scarabaeidae","Haplidia transversa","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Melolontha melolontha","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Giannoulis et al. (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Melolontha pectoralis","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Giannoulis et al. (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Ontherus appendiculatus","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","D. C. Cabral-de Mello, Oliveira, de Moura, and Martins (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Onthophagus bifasciatus","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Yadav, Burra, and Dange (1989)"
"Coleoptera","Polyphaga","Scarabaeidae","Onthophagus fasciatus","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","","Kaur and Yadav (2014b)"
"Coleoptera","Polyphaga","Scarabaeidae","Onthophagus pacificus","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Yadav, Burra, and Dange (1989)"
"Coleoptera","Polyphaga","Scarabaeidae","Onthophagus unifasciatus","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","","Kaur and Yadav (2014b)"
"Coleoptera","Polyphaga","Scarabaeidae","Oryctes rhinoceros","Sexual diplodiploidy","2n=18M 8+NeoXY","18","NeoXY","NA","","","A. Dutrillaux, Mamuris, and Dutrillaux (2013)"
"Coleoptera","Polyphaga","Scarabaeidae","Osmoderma eremita","Sexual diplodiploidy","2n=18M 8+NeoXY","18","NeoXY","NA","yes","","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Osmoderma lassallei","Sexual diplodiploidy","2n=18M 8+NeoXY","18","NeoXY","NA","","","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Pentodon idiota","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Phileurus didymus","Sexual diplodiploidy","2n=16M 7+NeoXY","16","NeoXY","NA","","","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Phyllophaga pleei","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Giannoulis et al. (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Protaetia angustata","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Protaetia aurichalcea","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Protaetia vidua","Sexual diplodiploidy","2n=19M 9+XO","19","XO","NA","","","Dutrillaux and Dutrillaux 2017"
"Coleoptera","Polyphaga","Scarabaeidae","Sericotrupes niger","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","R. Angus (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Thorectes intermedius","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","R. Angus (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Thorectes lusitanicus","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","R. Angus (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Trichius sexualis","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Typhaeus typhoeus","Sexual diplodiploidy","2n=20M/2n=20F 9+Xyp","20","Xyp","NA","","  ","Wilson and Angus (2004c)"
"Coleoptera","Polyphaga","Scarabaeidae","Xylotrupes gideon","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scolytidae","Coccotrypes dactyliperda","Sexual haplodiploidy","","","NA","","","","Holzman et al. (2009)"
"Coleoptera","Polyphaga","Scolytidae","Coccotrypes graniceps","Sexual haplodiploidy","","","NA","","","","Ueda (1997)"
"Coleoptera","Polyphaga","Scolytidae","Dendroctonus mexicanus","Sexual diplodiploidy","2n=12M/2n=12F 5+Xyp","12","Xyp","NA","","  ","Zuniga, Cisneros, Hayes, and Macias-Samano (2002)"
"Coleoptera","Polyphaga","Scolytidae","Dendroctonus parallelocollis","Sexual diplodiploidy","2n=28M/2n=28F 13+Xyp","28","Xyp","NA","","  ","Zuniga, Cisneros, Hayes, and Macias-Samano (2002)"
